211.63;211.63;211.63;211.63;211.63;212.516;212.516;212.516;213.103;213.103;213.103;213.103;213.103;213.103;212.804;212.804;211.63;211.63;211.63;211.63;211.63;211.63;211.63;211.63;210.744;210.744;210.744;210.744;210.744;210.744;210.744;209.271;208.086;204.841;205.428;204.542;205.716;205.129;204.243;202.471;207.2;196.579;192.437;195.405;195.704;187.442;179.767;179.767;171.793;153.187;131.635;116.573;100.924;86.748;79.062;79.948;77.589;82.019;86.15;87.036;89.694;97.668;109.474;114.513;121.335;123.716;129.032;133.462;142.61;145.268;136.696;122.52;126.64;111.578;100.06;98.288;97.989;92.673;91.488;93.858;83.248;98.609;113.372;129.021;149.089;160.308;168.271;176.544;179.778;182.436;184.208;181.55;179.778;181.55;180.963;179.778;179.767;180.642;179.767;179.767;179.18;179.18;179.479;179.479;176.821;176.821;176.522;176.522;177.397;177.397;177.098;177.397;173.565;173.864;172.69;172.69;172.69;171.804;170.918;170.918;171.516;169.744;167.684;166.798;165.026;163.254;162.368;164.428;169.445;167.961;166.787;169.744;168.858;164.151;165.037;167.407;170.663;170.663;169.777;169.777;169.478;169.478;169.766;168.592;170.951;169.478;169.478;169.478;169.478;168.592
211.63;211.63;211.63;211.63;212.516;212.516;212.516;212.516;213.103;213.103;213.103;213.103;213.103;213.103;212.804;212.804;211.63;211.63;211.63;211.63;211.63;211.63;211.63;211.63;211.63;211.63;211.63;211.63;210.744;210.744;210.744;210.445;208.972;206.026;205.428;204.542;206.015;205.129;204.243;203.357;201.884;199.824;195.992;193.334;191.274;186.268;178.881;170.619;153.785;128.977;106.24;99.152;89.705;75.23;68.142;69.914;82.905;83.503;83.492;79.062;75.518;75.518;80.834;83.503;99.772;110.415;121.047;126.363;131.967;131.967;123.096;110.692;91.787;84.4;83.514;89.716;91.488;86.172;82.329;82.628;81.764;86.792;90.336;101.555;126.053;145.833;160.895;174.484;180.376;183.034;184.208;181.849;180.963;181.849;181.849;179.778;180.653;181.528;180.653;179.767;180.066;179.18;179.479;179.479;177.707;177.707;176.522;176.522;177.397;177.397;177.098;176.223;176.223;176.522;174.462;174.462;172.69;171.804;170.032;169.146;169.744;169.744;165.912;162.368;160.596;161.482;162.368;162.656;163.243;160.585;162.357;166.2;167.983;167.695;168.293;172.435;167.119;167.119;168.005;168.891;169.478;170.364;172.424;170.951;169.478;169.478;169.478;169.478;170.364;170.364
211.63;211.63;212.516;212.516;212.516;212.516;213.402;213.402;213.989;213.989;213.989;213.989;213.989;213.989;213.69;213.69;212.516;212.516;212.516;212.516;212.516;212.516;212.516;212.516;212.516;212.516;211.63;211.63;211.63;211.63;210.744;210.445;209.858;207.2;205.428;203.656;206.015;206.015;204.83;203.944;200.112;200.71;195.992;189.801;188.328;183.311;165.303;143.452;115.399;97.391;85.574;83.802;78.187;67.555;65.783;73.757;85.275;82.03;80.546;75.23;69.914;66.37;67.256;69.039;77.611;90.912;103.316;105.088;104.49;101.832;95.032;86.172;73.17;71.985;78.475;86.449;88.221;82.905;79.948;80.845;82.34;84.721;85.607;94.755;115.133;131.369;144.659;157.362;176.843;181.572;184.518;183.045;182.447;183.621;182.148;179.778;181.539;182.414;182.713;181.827;180.952;180.066;180.365;180.365;177.707;177.707;177.408;177.408;177.109;176.223;176.223;176.223;175.337;173.576;173.576;172.69;171.804;170.032;167.972;167.086;167.086;167.972;165.314;159.112;157.34;160.884;160.596;159.112;162.944;161.172;162.058;165.314;168.57;168.282;169.179;170.663;170.663;170.375;170.375;171.261;173.321;174.207;175.381;175.381;170.364;170.364;170.364;170.364;170.364;170.364
212.516;212.516;212.516;213.402;213.402;213.402;213.402;213.402;213.989;213.989;213.989;213.989;213.989;213.989;213.69;213.69;212.516;212.516;212.516;212.516;212.516;212.516;212.516;212.516;213.402;213.402;212.516;212.516;211.63;211.63;211.63;210.445;210.744;208.086;205.428;204.542;206.015;206.015;205.716;203.656;202.482;198.65;192.448;187.442;183.311;167.075;136.364;106.24;87.058;87.944;87.944;80.856;70.224;66.082;74.942;87.346;89.118;86.46;83.802;82.916;81.432;79.66;80.546;82.03;81.742;90.602;95.619;92.075;89.705;91.477;91.466;88.221;83.193;81.421;82.595;84.367;82.595;81.997;84.655;88.509;86.172;92.385;95.929;100.071;110.703;118.389;131.679;149.399;168.293;179.512;187.785;188.372;185.703;183.632;183.034;180.664;183.311;184.186;183.599;183.599;181.838;180.952;181.251;180.365;179.479;178.593;178.294;178.294;177.109;176.234;175.049;175.049;172.69;172.69;172.69;172.69;171.804;170.918;169.744;168.858;163.542;165.314;163.542;157.34;156.454;159.112;159.112;156.454;161.471;161.471;163.243;165.026;167.396;169.179;168.293;168.304;172.734;173.033;172.734;172.147;173.321;173.321;173.321;173.321;176.566;176.566;175.68;175.68;174.794;173.908
213.402;213.402;213.402;213.402;213.402;214.288;213.989;213.989;214.875;214.875;214.875;214.875;214.576;214.576;214.576;214.576;213.402;213.402;213.402;213.402;213.402;213.402;213.402;213.402;214.288;214.288;213.402;213.402;212.516;211.63;211.63;211.63;212.217;210.445;207.787;206.901;206.602;206.602;204.542;202.482;200.422;196.878;193.644;186.855;165.89;131.347;101.81;83.514;88.243;93.271;90.015;73.181;66.093;76.127;89.417;95.619;96.505;92.961;91.776;95.32;97.978;97.092;100.924;104.468;99.75;98.864;92.95;82.318;82.606;89.694;95.885;94.999;86.128;83.47;83.171;81.388;79.029;81.089;88.177;92.917;92.352;99.462;103.305;101.245;100.669;105.11;125.2;153.552;156.21;172.446;188.981;192.226;188.671;185.116;183.045;183.621;185.083;185.958;185.371;184.485;183.898;183.012;183.012;182.126;180.365;179.479;178.006;177.12;177.12;175.647;175.348;174.462;174.761;174.761;173.875;172.989;172.103;170.331;169.445;168.559;162.357;162.357;160.585;157.041;156.155;156.155;156.155;154.383;157.628;159.4;162.058;162.955;164.439;167.108;170.065;170.962;168.304;167.429;167.13;167.429;168.304;168.304;168.304;169.478;170.663;170.663;170.663;170.663;170.663;169.777
213.402;213.402;214.288;214.288;214.288;214.288;214.875;214.875;214.875;214.875;214.875;214.875;214.576;214.576;214.576;214.576;214.288;214.288;214.288;214.288;214.288;214.288;214.288;214.288;215.174;215.174;214.288;213.402;213.402;212.516;211.63;211.63;211.331;210.445;208.673;208.673;208.374;206.314;203.368;201.308;195.106;194.519;188.627;170.32;132.233;93.847;82.03;85.286;95.63;89.14;74.953;63.734;73.181;94.434;104.18;100.636;97.092;91.776;92.95;101.223;108.898;111.855;115.986;121.302;123.063;116.861;102.685;87.623;86.139;91.743;93.814;90.558;77.556;79.616;80.79;80.491;80.779;82.85;88.155;90.536;92.341;102.995;110.094;111.877;107.17;103.637;115.465;138.8;149.731;164.494;182.203;189.579;190.742;189.258;187.475;184.806;186.855;186.844;187.143;186.257;184.784;183.898;183.898;183.012;181.251;180.365;178.892;177.718;176.533;175.359;174.473;174.473;174.761;174.761;172.989;172.103;170.331;167.673;165.901;165.015;164.129;158.813;155.269;156.155;154.383;151.426;153.198;157.329;161.172;162.656;162.656;157.351;154.405;159.433;166.233;170.375;169.489;169.788;170.674;171.56;174.506;175.392;176.278;177.164;176.865;177.751;177.751;178.637;179.523;180.409
213.701;213.701;213.701;213.701;214.288;214.288;214.288;214.288;215.174;215.174;215.174;215.174;215.174;215.174;215.174;215.174;214.288;214.288;214.288;214.288;214.288;214.288;214.288;214.288;216.06;216.06;215.174;214.288;213.402;212.516;211.63;211.63;211.032;211.032;209.559;210.445;208.972;207.2;202.194;199.536;193.633;185.371;164.118;130.45;93.548;74.654;80.557;92.961;97.402;81.166;69.637;73.48;91.787;104.18;103.294;98.266;89.406;81.731;80.834;89.993;97.668;100.625;104.756;110.072;122.465;122.465;115.377;105.631;101.489;101.489;97.646;89.661;76.958;79.018;81.665;82.839;84.312;84.312;85.785;85.198;86.117;93.238;104.468;115.41;120.46;113.981;113.405;125.521;148.568;158.015;170.408;181.616;191.052;195.77;191.329;186.578;187.741;188.616;188.029;187.143;185.67;184.784;183.898;183.898;182.137;181.251;179.778;178.604;177.419;175.359;174.473;173.299;174.473;174.473;174.473;174.473;173.587;172.701;172.69;171.804;168.847;154.671;148.469;152.013;150.241;145.213;149.643;161.759;163.531;165.015;161.471;151.736;147.018;157.362;173.022;183.665;184.551;183.676;184.562;186.334;188.394;190.166;191.052;193.112;199.901;199.901;199.901;199.901;199.901;199.901
213.701;213.701;213.701;214.587;214.288;214.288;214.288;214.288;215.174;215.174;215.174;215.174;215.174;215.174;215.174;215.174;214.288;214.288;214.288;214.288;214.288;214.288;214.288;214.288;216.06;216.06;215.174;214.288;213.402;212.516;212.516;211.63;210.146;211.032;210.445;209.858;209.858;206.613;201.308;197.476;196.889;175.924;134.88;91.178;68.452;73.768;87.058;93.559;99.174;82.927;80.269;97.69;108.61;99.75;90.58;86.15;85.552;74.333;68.419;72.849;76.393;74.621;74.621;78.464;83.481;92.341;99.429;100.315;100.315;99.717;92.33;82.573;82.274;82.562;82.551;81.366;80.768;80.768;79.871;77.224;76.36;74.909;80.834;98.277;116.916;123.428;123.749;133.506;150.938;153.596;158.901;172.767;190.177;198.738;195.172;185.116;187.752;188.616;188.029;187.143;186.556;185.67;184.784;183.898;182.137;182.137;179.778;178.604;176.245;174.484;173.299;173.299;178.615;180.675;182.447;184.219;185.991;186.877;188.638;188.638;172.391;152.899;142.267;147.583;147.871;139.897;147.871;165.004;157.03;158.514;154.981;146.132;146.132;163.276;190.742;207.587;196.667;196.966;196.966;197.852;199.026;199.026;199.912;200.211;197.243;196.357;195.471;192.813;191.041;189.269
213.402;213.402;214.288;215.174;215.174;215.174;214.288;214.288;216.06;216.06;216.06;216.06;215.761;215.761;215.761;215.761;216.06;216.06;216.06;216.06;216.06;216.06;216.06;216.06;216.946;216.946;216.06;215.174;214.288;213.402;213.402;212.516;213.69;211.918;209.559;207.2;206.026;203.667;199.248;194.231;182.724;152.013;95.608;77.301;66.381;75.54;79.084;105.077;70.224;71.11;94.135;113.627;107.126;95.896;87.911;74.92;67.234;66.337;65.451;79.627;79.638;75.208;81.41;73.735;82.595;80.823;79.649;84.079;89.395;92.341;87.911;84.068;80.214;78.73;76.947;75.762;75.452;74.566;73.968;71.022;77.534;74.012;75.208;85.275;100.071;115.155;126.108;133.218;147.106;158.923;163.342;161.26;172.767;193.721;199.026;190.144;189.524;187.741;184.197;184.197;186.556;187.442;186.556;185.67;184.784;182.137;181.55;181.262;177.131;172.712;174.185;180.099;199.591;200.466;201.352;209.326;204.01;206.07;212.56;190.41;149.942;146.398;136.94;144.028;145.789;141.359;151.991;156.432;159.688;158.514;144.936;147.605;146.719;153.53;182.768;181.007;175.403;175.702;173.93;173.044;174.218;175.104;176.289;176.289;173.321;182.181;191.041;191.041;183.953;174.207
213.402;213.402;214.288;215.174;215.174;215.174;215.174;214.288;216.06;216.06;216.06;216.06;215.761;215.761;215.761;215.761;216.06;216.06;216.06;216.06;216.06;216.06;216.06;216.06;216.946;216.946;216.06;216.06;215.174;214.288;213.402;213.402;214.288;214.875;211.63;206.912;205.738;203.966;195.117;185.083;144.925;107.126;85.275;62.837;71.996;79.97;97.989;90.015;64.321;84.688;109.197;113.915;101.5;87.025;74.322;60.135;57.178;66.038;66.038;75.197;79.627;75.795;83.769;82.595;84.367;82.008;82.894;85.264;88.808;88.808;86.15;83.78;80.225;77.268;72.528;68.685;66.902;66.603;66.891;66.304;66.005;65.429;69.294;80.834;94.157;108.067;122.564;132.332;140.904;153.607;163.353;164.228;170.707;183.1;189.291;190.155;191.905;191.296;190.41;191.285;191.584;190.986;188.328;185.67;180.354;188.328;185.382;184.806;181.561;175.37;175.957;172.125;204.021;196.047;186.301;189.834;185.404;182.746;179.49;151.426;128.678;132.222;132.51;142.256;136.929;125.411;138.701;149.045;147.284;150.54;145.224;151.138;150.263;150.562;163.276;153.541;151.769;150.894;150.008;150.008;151.182;152.367;152.367;154.427;167.119;173.321;180.409;183.067;180.409;176.865
